Date,DJI,MMM,GE,NKE,AXP,GS,PFE,AAPL,HD,PG,BA,INTC,TRV,CAT,IBM,UNH,CVX,JNJ,UTX,CSCO,JPM,VZ,KO,MCD,V,DD,MRK,WMT,XOM,MSFT,DIS,DWDP,WBA,DOW,RTX,AMGN,HON,CRM,AMZN
05-05-2015,17928.19922,95.3429184,112.0224762,45.11476135,67.63749695,163.2419891,22.3604126,28.15645218,86.45304871,61.72753143,125.7654266,25.40436745,82.17782593,67.97625732,109.110321,98.07515717,71.89394379,76.64054871,,21.43172836,49.49502945,31.00031853,30.12349892,75.64450836,61.73053741,58.44864273,43.23572159,21.49670029,58.21892166,41.24705887,102.4681702,,58.63788223,,57.43477631,121.4867249,79.50889587,72.42845917,21.05949974
06-05-2015,17841.98047,95.17990112,111.5647202,45.0249176,67.64620972,162.3815002,22.10931969,27.97963333,86.65306091,61.9819603,124.9151611,25.07748222,81.95233154,67.96842194,108.0114594,98.17893219,71.86063385,76.38636017,,21.49108124,49.12611771,30.72181892,30.05697632,75.84911346,61.4591217,57.91366196,43.07133102,21.49946404,57.94298172,40.10323715,101.460228,,58.60965729,,57.43976212,121.1133575,79.07820892,73.46386719,20.95499992
07-05-2015,17924.06055,95.76558685,112.521843,45.57749939,68.150177,163.3247681,22.18861771,28.15270042,88.03713989,61.82775116,125.3137283,25.09304428,82.60460663,67.53086853,108.6085205,99.27761078,71.60769653,76.76378632,,21.3723793,49.57187653,30.77751732,30.08654976,76.1559906,62.31077576,57.64048386,43.09991074,21.60467529,57.55533981,40.4671936,101.0348663,,59.40664291,,57.91893005,120.3132858,79.09388733,74.19063568,21.34399986
08-05-2015,18191.10938,96.96710205,113.8534317,46.02228546,68.62806702,165.8980255,22.47934914,28.68312454,89.98126984,62.41365814,128.829834,25.52890015,83.53066254,68.21843719,109.6819611,100.0734787,72.3266449,78.15795135,,21.68395805,50.3327446,31.03126526,30.29352951,77.29701996,65.01546478,59.01774216,43.41442108,21.74311447,58.46858215,41.37704086,101.8208771,,59.96383667,,59.11184692,123.6963959,79.96304321,72.08001709,21.68449974
11-05-2015,18105.16992,96.54445648,112.0224762,46.17952347,69.25369263,166.9157562,22.4397049,28.39093781,89.52523041,61.88173676,129.2106476,25.4432888,82.31469727,69.35920715,108.6911163,99.2862854,71.46788788,77.81906891,,21.66911507,50.30200195,30.8208313,30.26394844,76.7304306,64.59431458,59.07465744,42.88549805,21.62405586,57.48815155,41.0477562,100.4245453,,59.42075348,,58.74747849,122.713501,80.40939331,70.88531494,21.64249992
12-05-2015,18068.23047,96.64709473,112.4802017,45.99082184,68.71498108,165.9228516,22.32076836,28.28980255,90.02126312,61.63503265,128.8032532,25.10082436,81.87181854,68.88258362,108.3290634,99.17382813,71.60105896,77.38771057,,21.68395805,50.23283005,30.70944595,30.07915688,77.07669067,64.28547668,57.99333191,42.48522568,21.86217117,57.64713669,41.03042221,101.0163727,,59.37137604,,58.57778168,121.1667328,80.11183167,71.45279694,21.5510006
13-05-2015,18060.49023,97.3957901,113.2292557,45.89648438,69.39274597,166.6675568,22.1555748,28.32126999,88.95717621,61.44229889,128.9715118,25.40436745,82.11338806,69.10137177,109.4279175,100.2292328,71.6942215,77.4493103,,21.77297401,50.35580444,30.77751732,30.34526825,76.60453796,64.36047363,57.74292755,42.29939651,21.64067459,57.34241104,41.27305603,100.9701385,,59.29379654,,58.90399933,121.2816162,81.77967072,71.47270966,21.34350014
14-05-2015,18252.24023,98.50671387,114.0614853,46.47153473,70.16608429,167.6521606,22.42649078,28.98204231,89.55722046,62.11300659,131.0440063,25.66121864,82.74151611,69.33576202,110.5521469,102.5389938,72.1934967,78.43525696,,21.55042648,50.76313019,30.92605972,30.67793465,76.88780975,65.62612152,58.32342529,42.72824478,21.79572868,57.61402512,42.21757507,101.6544266,,60.19657898,,59.79228973,124.0304794,83.34575653,72.55788422,21.61400032
15-05-2015,18272.56055,98.59729004,113.4789124,47.16339493,69.70555115,167.9417725,22.45952606,28.94159317,90.68527985,62.48303986,130.0874481,25.67678261,82.68515778,69.09354401,110.0503769,103.2310867,72.63049316,78.79725647,,21.92134285,50.63246536,30.81464958,30.69271469,77.14751434,65.2230072,58.63074875,43.04989624,21.93970108,57.86574173,41.85364151,101.9965668,,60.98652649,,59.4660759,124.3214874,83.66677856,72.08001709,21.29999924
18-05-2015,18298.88086,98.33768463,113.6453857,47.06007004,69.66210938,169.3400879,22.45291901,29.26073647,91.46936035,62.24404526,129.9369354,26.00367928,83.07972717,68.98415375,109.9233017,103.6376877,71.70269775,79.65995789,,22.07712936,51.04750443,30.69706535,30.54486847,77.13175964,65.62612152,58.05025101,42.8926506,22.12797737,57.5345192,41.60234833,102.0243225,,60.9088974,,59.47610855,125.1484604,83.60412598,72.4782486,21.26199913
19-05-2015,18312.39063,98.48860168,113.8118515,47.01065063,70.69611359,169.9524384,22.60490036,29.23377037,89.87724304,62.31342697,130.2380524,25.80131531,83.4743042,68.16375732,110.1901093,104.2864761,70.60682678,80.07588959,,22.06229019,51.50095367,30.66612244,30.53746986,79.22491455,65.77612305,57.74292755,43.25717163,21.16167831,57.62727356,41.49768829,102.2369843,,60.78004456,,59.75718689,125.2403717,83.25634766,71.16407776,21.08550072
20-05-2015,18285.40039,98.37014771,115.0185928,46.99716568,70.34856415,169.6875916,22.66436577,29.2315197,89.68523407,62.04360962,129.6800232,25.97254562,83.5065155,68.70288086,110.367981,104.8833923,70.76143646,79.79859161,,21.97327423,51.09361649,30.75277328,30.5670414,78.77636719,65.4198761,58.09577179,43.21428299,21.01493263,57.72001648,41.49768829,101.9041061,,60.10736847,,59.65679169,125.5619431,83.5868454,69.84991455,21.19300079
21-05-2015,18285.74023,98.46735382,115.3515015,46.90281677,70.17476654,169.5800323,22.70401192,29.53044128,89.61322021,61.98966599,130.5037537,26.11264229,83.01531219,69.7967453,110.1012115,104.2086105,70.92279053,79.46497345,,21.83231926,51.22426987,30.8827343,30.47834396,78.1232605,65.03548431,58.4827652,42.9569664,21.07307625,57.77301407,41.35813522,102.0798035,,61.70053101,,59.78224564,125.4547119,83.68909454,72.58776093,21.5814991
